"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"BENS_TOTAL";"DS_SIT_TOT_TURNO";"TOTAL_VOTOS";"RECEITA_TOTAL";"TIPO_RECEITA";"ST_REELEICAO"
250000811440;"MYLENE CARDOSO TUBERO";"#NULO";"PODE";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";579937;"SUPLENTE";582;39540;"Recursos de partido político";"N"
250000811409;"MONICA RESENDE GAMBOA";"#NULO";"PODE";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL CIVIL";"APTO";449624,55;"SUPLENTE";2096;82796,45;"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político";"N"
250001041953;"DILZA MIEKO MURAMOTO SHIROMA";"#NULO";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"AMARELA";"OUTROS";"APTO";408000;"NÃO ELEITO";775;12000;"Recursos próprios";"N"
250001259481;"RENNE VIEIRA DE CARVALHO";"#NULO";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"NÃO ELEITO";22;0;"#NULO";"N"
250001041989;"EUDES APARECIDO MARTINS";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";10000;"NÃO ELEITO";21;941,5;"Recursos de partido político";"N"
250001041955;"NORMANDO KLEBER XAVIER ALVES";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO FEDERAL";"APTO";640000;"NÃO ELEITO";265;1792,35;"Recursos próprios, Recursos de pessoas físicas";"N"
250001268518;"SILVIO ROBERTO VOCE";"#NULO";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"COMISSÁRIO DE BORDO";"APTO";850000;"NÃO ELEITO";54;0;"#NULO";"N"
250001041988;"CESAR DOS SANTOS";"#NULO";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"VIGILANTE";"APTO";80000;"NÃO ELEITO";136;0;"#NULO";"N"
250001041950;"OSMAR JOSE MARTINS DA SILVA";"#NULO";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";NA;"NÃO ELEITO";10;300;"Recursos próprios";"N"
250001041981;"MARISA BARROS DE OLIVEIRA";"#NULO";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"VETERINÁRIO";"APTO";541000;"NÃO ELEITO";132;2455,5;"Recursos de partido político, Recursos de Financiamento Coletivo";"N"
250001041990;"JOÃO MARTINS COSTA NETO";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";4162912,49;"NÃO ELEITO";643;10000;"Recursos próprios";"N"
250001041952;"BRUNO ZAMBELLI SALGADO";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";170836,51;"NÃO ELEITO";12302;14573,14;"Recursos próprios, Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250001259482;"GETSON SILVA CARVALHO";"#NULO";"PRTB";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"VIGILANTE";"APTO";53857;"NÃO ELEITO";145;0;"#NULO";"N"
250001041963;"SUELI DE MELO";"#NULO";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"COMERCIANTE";"APTO";55000;"NÃO ELEITO";144;0;"#NULO";"N"
250000706701;"JOSÉ CARLOS OLIVEIRA";"#NULO";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO MÉDIO";"APTO";360263;"SUPLENTE";1089;10000;"Recursos de partido político";"N"
250000706741;"OSMI DE JESUS SANTANA";"#NULO";"PV";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PRETA";"AGENTE ADMINISTRATIVO";"APTO";NA;"SUPLENTE";840;6000;"Recursos de partido político";"N"
250000706704;"PATRICIA OLIVEIRA PENNA";"#NULO";"PV";"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";21359,4;"SUPLENTE";468;102850;"Recursos de partido político, Recursos de pessoas físicas";"N"
250000706763;"ALOISIO SILVA JUNIOR";"#NULO";"PV";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";NA;"SUPLENTE";381;8500;"Recursos de partido político";"N"
250000706699;"CLÁUDIO MANOEL DE PAULA";"#NULO";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";15000;"SUPLENTE";127;3000;"Recursos de partido político";"N"
250000706756;"LUCIANE TORRECILLAS SARRAF";"#NULO";"PV";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PUBLICITÁRIO";"APTO";226919,33;"SUPLENTE";4200;95000;"Recursos de partido político, Recursos de outros candidatos";"N"
250000706718;"ROGÉRIO SOUZA ELIAS";"#NULO";"PV";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PRETA";"ADMINISTRADOR";"APTO";NA;"SUPLENTE";178;19205,27;"Recursos de partido político, Recursos próprios, Recursos de Financiamento Coletivo";"N"
250000925938;"CICERO EDINALDO DE MENEZES";"#NULO";"PSC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";NA;"SUPLENTE";367;10495;"Recursos de partido político, Recursos de pessoas físicas";"N"
250000883850;"SONAIRA FERNANDES DE SANTANA";"#NULO";"REPUBLICANOS";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";94686,71;"ELEITO POR MÉDIA";17881;22002,5;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000925971;"MADALENA DE LAURA PEREIRA";"#NULO";"PSC";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"VIGILANTE";"APTO";NA;"SUPLENTE";326;17620;"Recursos de partido político, Recursos de pessoas físicas";"N"
250000925962;"ANTONIO AUGUSTO BARREIRA";"#NULO";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MÉDICO";"APTO";2947033,19;"SUPLENTE";10945;130650;"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";"N"
250000883868;"RICARDO SANT ANA DE OLIVEIRA";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";NA;"SUPLENTE";129;3458,25;"Recursos de partido político";"N"
250000883885;"MARIO ALBERTO ROSA DE OLIVEIRA";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";NA;"SUPLENTE";1144;3547,48;"Recursos de partido político";"N"
250000883828;"JOAO BOSCO ALVES DE SOUZA";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"OUTROS";"APTO";1671884,8;"SUPLENTE";697;8712,48;"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";"N"
250000883826;"SANSÃO PEREIRA FILHO";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";NA;"ELEITO POR QP";39709;238096,93;"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";"N"
250000925980;"LEANDRO BRAGA SOUZA";"#NULO";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"EMPRESÁRIO";"APTO";NA;"SUPLENTE";970;17120;"Recursos de partido político";"N"
250000925987;"ZENIVAL DO CARMO FERREIRA ALIAGA";"#NULO";"PSC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";214000;"SUPLENTE";1249;11495;"Recursos de partido político, Recursos de pessoas físicas";"N"
250000925942;"EIJI DE CAMPOS SANTANA";"#NULO";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MEMBRO DAS FORÇAS ARMADAS";"APTO";196000;"SUPLENTE";186;68921,84;"Recursos de partido político, Recursos próprios";"N"
250000925920;"JOÃO PEDRO DOS SANTOS FILHO";"#NULO";"PSC";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";130000;"SUPLENTE";566;7495;"Recursos de partido político";"N"
250000925967;"DAVID ALEXANDER  DA SILVA RAMOS";"#NULO";"PSC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"VIGILANTE";"APTO";NA;"SUPLENTE";194;1500;"Recursos de partido político";"N"
250000925950;"AGUSTIN FRANCISCO CARBALLO";"#NULO";"PSC";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"PUBLICITÁRIO";"APTO";NA;"SUPLENTE";166;17695;"Recursos próprios, Recursos de partido político";"N"
250000883884;"DELMAR RUI DA GRAÇA BINAS";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR INCOMPLETO";"VIÚVO(A)";"BRANCA";"OUTROS";"APTO";60000;"SUPLENTE";613;15156,21;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000883842;"CINTIA REGINA DA COSTA SANTANA";"#NULO";"REPUBLICANOS";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"PSICÓLOGO";"APTO";70000;"SUPLENTE";537;13759,48;"Recursos próprios, Recursos de partido político";"N"
250000883878;"FERNANDA CAVALCANTE DE OLIVEIRA SANTOS";"#NULO";"REPUBLICANOS";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADMINISTRADOR";"APTO";50;"SUPLENTE";894;21867,38;"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político";"N"
250000883883;"CRISTIANO SOARES DA FONSECA";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";NA;"SUPLENTE";668;4425,5;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000883905;"RENATA BANHARA PEIXOTO MARCONDES";"#NULO";"REPUBLICANOS";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";72000;"SUPLENTE";3415;537515;"Recursos próprios, Recursos de partido político";"N"
250000883900;"IVONE RIBEIRO DE OLIVEIRA";"#NULO";"REPUBLICANOS";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";NA;"SUPLENTE";277;12217,5;"Recursos de partido político";"N"
250000883869;"STELA MARIS BERNARDI";"#NULO";"REPUBLICANOS";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";NA;"SUPLENTE";279;32217,5;"Recursos de partido político";"N"
250000883833;"SILVIA DOS SANTOS NAKANO";"#NULO";"REPUBLICANOS";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"ADVOGADO";"APTO";NA;"SUPLENTE";590;17219,63;"Recursos próprios, Recursos de partido político";"N"
250001016164;"RODRIGO HAYASHI GOULART";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"VEREADOR";"APTO";2727298,71;"ELEITO POR QP";31472;1167149,41;"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"S"
250001016190;"FRANCISCO JOSÉ PANSIGA JÚNIOR";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"BIÓLOGO";"APTO";NA;"SUPLENTE";109;13521,74;"Recursos de partido político";"N"
250001016147;"SANDRA REGINA LEITE PORTO";"#NULO";"PSD";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"EMPRESÁRIO";"APTO";134279,58;"SUPLENTE";193;73031,74;"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas, Recursos de Financiamento Coletivo";"N"
250001016178;"LINDA DOS ANJOS BASILIO";"#NULO";"PSD";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"COMERCIÁRIO";"APTO";NA;"SUPLENTE";298;25021,74;"Recursos de partido político";"N"
250001016153;"FRANCISCO JOSÉ DA CRUZ FILHO";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"TÉCNICO DE LABORATÓRIO E RAIOS X";"APTO";112300;"SUPLENTE";149;10000;"Recursos de partido político";"N"
250001016152;"FELIPE BECARI COMENALE";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";64000;"ELEITO POR QP";98717;103000;"Recursos próprios, Recursos de partido político, Recursos de pessoas físicas";"N"
250001016193;"LUIZ AUGUSTO LEONARDO DE CASTRO";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";70000;"SUPLENTE";631;17343,74;"Recursos de partido político, Recursos de pessoas físicas, Recursos próprios";"N"
250000640989;"ADEMILSON RAMOS DA SILVA";"#NULO";"PL";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"FUNILEIRO";"APTO";713000;"SUPLENTE";321;12800;"Recursos de partido político";"N"
250000640982;"CÉSAR BORGES TAVARES";"#NULO";"PL";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";309650;"SUPLENTE";514;16000;"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político";"N"
250000640971;"EDNELSON PACHECO FERREIRA";"#NULO";"PL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";130503,23;"SUPLENTE";2452;63100;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000641018;"ROBERTO FIGUEIREDO JÚNIOR";"#NULO";"PL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";326263,22;"SUPLENTE";1081;17985;"Recursos de partido político, Recursos próprios";"N"
250000641029;"MARIA EMÍLIA DANTAS OLIVEIRA";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";3000;"SUPLENTE";50;12800;"Recursos de partido político";"N"
250000640988;"CRISTIAN DA SILVA DE ARAÚJO";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ANALISTA DE SISTEMAS";"APTO";5;"SUPLENTE";172;10800;"Recursos de partido político";"N"
250000640969;"ADAIL LEITE DA SILVA";"#NULO";"PL";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";315000;"SUPLENTE";403;12800;"Recursos de partido político";"N"
250000641000;"FABIAN ALVES RAMOS";"#NULO";"PL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";NA;"SUPLENTE";1212;17800;"Recursos de partido político";"N"
250000640993;"CLEOMENES ANTUNES JÚNIOR";"#NULO";"PL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"SECURITÁRIO";"APTO";400034,28;"SUPLENTE";897;12800;"Recursos de partido político";"N"
250001159212;"CRISTINA GOMES FLORENCIO";"#NULO";"PROS";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"PROFESSOR DE ENSINO MÉDIO";"APTO";NA;"NÃO ELEITO";1;0;"#NULO";"N"
250001159240;"VLADIMIR ISIDORO";"#NULO";"PROS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";14800;"NÃO ELEITO";165;7677,7;"Recursos de outros candidatos, Recursos próprios, Recursos de partido político";"N"
250001159219;"ROBERTO PAULIS";"#NULO";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";NA;"NÃO ELEITO";1330;30276,7;"Recursos de partido político, Recursos de outros candidatos";"N"
250001159234;"ANDRÉA OLERIANA AFFONSO";"#NULO";"PROS";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";209000;"NÃO ELEITO";893;13276,7;"Recursos de partido político, Recursos de outros candidatos";"N"
250001159245;"PAULO CAINE DOS SANTOS SILVA";"#NULO";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";943700;"NÃO ELEITO";494;55491,8;"Recursos de partido político, Recursos de pessoas físicas";"N"
250000944981;"CARLOS ALEXANDRE BERALDO";"#NULO";"CIDADANIA";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";10000;"NÃO ELEITO";1191;5200;"Recursos próprios, Recursos de partido político";"N"
250000944980;"JOSE GERALDO DOS SANTOS";"#NULO";"CIDADANIA";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"ARTESÃO";"APTO";180000;"NÃO ELEITO";253;8731,35;"Recursos de pessoas físicas, Recursos de origens não identificadas, Recursos próprios, Recursos de partido político";"N"
250000945002;"FLORIVALDO TAZINAFFO RIBEIRO";"#NULO";"CIDADANIA";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"TAXISTA";"APTO";560726,44;"NÃO ELEITO";145;30538,16;"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250000945022;"CAMILLA APARECIDA MARTINS DOS SANTOS";"#NULO";"CIDADANIA";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;"NÃO ELEITO";166;6938,16;"Recursos de partido político, Recursos de pessoas físicas";"N"
250000945008;"SONIA FRANCINE GASPAR MARMO";"#NULO";"CIDADANIA";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"VEREADOR";"APTO";351121,31;"NÃO ELEITO";13338;102679,79;"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político, Recursos próprios";"S"
250000945013;"CELSO DE ALMEIDA ARAUJO";"#NULO";"CIDADANIA";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"ANALISTA DE SISTEMAS";"APTO";NA;"NÃO ELEITO";415;2238,16;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000945000;"EDSON RAFAEL";"#NULO";"CIDADANIA";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"ATENDENTE DE LANCHONETE E RESTAURANTE";"APTO";NA;"NÃO ELEITO";215;5867,79;"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas";"N"
250000945003;"APARECIDO DA SILVA LARANJEIRA";"#NULO";"CIDADANIA";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"ANALISTA DE SISTEMAS";"APTO";NA;"NÃO ELEITO";56;8138,16;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000945011;"ROBSON LUIZ CARDOSO";"#NULO";"CIDADANIA";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA";"APTO";NA;"NÃO ELEITO";216;NA;NA;"N"
250001206108;"LEANDRO CESAR SALES DA SILVA";"#NULO";"AVANTE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"MILITAR REFORMADO";"APTO";NA;"NÃO ELEITO";514;3850;"Recursos próprios";"N"
250001206026;"MARIA CICERA DOS SANTOS";"#NULO";"AVANTE";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PRETA";"DONA DE CASA";"APTO";NA;"NÃO ELEITO";154;2000;"Recursos de partido político";"N"
250001206072;"CARLOS AUGUSTO MARIAS";"#NULO";"AVANTE";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PRETA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";"APTO";NA;"NÃO ELEITO";1337;0;"#NULO";"N"
250001206043;"LUCIO MACARIO DO CARMO";"#NULO";"AVANTE";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";NA;"NÃO ELEITO";660;0;"#NULO";"N"
250001206098;"ANDERSON OLIVEIRA DA SILVA";"#NULO";"AVANTE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"EMPRESÁRIO";"APTO";NA;"NÃO ELEITO";695;4951;"Recursos de pessoas físicas, Recursos de Financiamento Coletivo";"N"
250001119906;"RONALDO CESAR DOS SANTOS";"#NULO";"PDT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"ANALISTA DE SISTEMAS";"APTO";116237,22;"NÃO ELEITO";430;8795,57;"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos";"N"
250001119913;"CARLOS CARDOSO DA SILVA";"#NULO";"PDT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";NA;"NÃO ELEITO";513;12288,01;"Recursos de pessoas físicas, Recursos de outros candidatos, Recursos de partido político";"N"
250001119905;"RICARDO FERNANDES PERENHA";"#NULO";"PDT";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";NA;"NÃO ELEITO";123;6995,57;"Recursos de outros candidatos, Recursos de partido político";"N"
250001119920;"LUIS CARLOS DE SOUZA";"#NULO";"PDT";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";NA;"NÃO ELEITO";427;9345,57;"Recursos de outros candidatos, Recursos de partido político, Recursos de pessoas físicas";"N"
250001119910;"THIAGO LUÍS RIBEIRO MENEZES";"#NULO";"PDT";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"GERENTE";"APTO";NA;"NÃO ELEITO";796;11945,57;"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de outros candidatos, Recursos de partido político";"N"
250001119856;"MARIA DE FÁTIMA VIEIRA MARTINS";"#NULO";"PDT";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO MÉDIO";"APTO";559187,33;"NÃO ELEITO";245;8515,57;"Recursos de pessoas físicas, Recursos de outros candidatos, Recursos de partido político";"N"
250001119890;"CARLOS EDUARDO RUANO DE OLIVEIRA";"#NULO";"PDT";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"VIÚVO(A)";"PARDA";"SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA";"APTO";NA;"NÃO ELEITO";258;6575,57;"Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos, Recursos de partido político";"N"
250001119896;"FRANCISCO TADEU GARDESANI LUZ";"#NULO";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"SERVIDOR PÚBLICO FEDERAL";"APTO";846561;"NÃO ELEITO";372;35238,05;"Recursos próprios, Recursos de outros candidatos, Recursos de pessoas físicas";"N"
250001119904;"RAFAEL DE ALMEIDA SILVA";"#NULO";"PDT";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";NA;"NÃO ELEITO";948;12593,57;"Recursos de pessoas físicas, Recursos de outros candidatos, Recursos próprios, Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250001119868;"SILVIA ELENA BITTENCOURT";"#NULO";"PDT";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";837000;"NÃO ELEITO";289;7195,57;"Recursos de pessoas físicas, Recursos de outros candidatos, Recursos de partido político";"N"
250001119898;"GIAN HILLER PISANO";"#NULO";"PDT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"MECÂNICO DE MANUTENÇÃO";"APTO";NA;"NÃO ELEITO";230;2450,01;"Recursos próprios, Recursos de outros candidatos, Recursos de pessoas físicas";"N"
250001119848;"LUIZ RICARTE FELIX NETO";"#NULO";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"PROFESSOR DE ENSINO MÉDIO";"APTO";NA;"NÃO ELEITO";649;2000;"Recursos de outros candidatos";"N"
250001119887;"ANDERSON DA SILVA CRUZ";"#NULO";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";17000;"NÃO ELEITO";313;8395,57;"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos, Recursos de Financiamento Coletivo";"N"
250001100722;"ANTONIA PEREIRA DOS SANTOS";"#NULO";"PMB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"AMARELA";"CABELEIREIRO E BARBEIRO";"APTO";NA;"NÃO ELEITO";160;14;"Recursos próprios";"N"
250001100748;"ROBERIO DOS SANTOS BENEDITO";"#NULO";"PMB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";309625,61;"NÃO ELEITO";1728;300;"Recursos próprios, Recursos de pessoas físicas";"N"
250001100740;"OZEIAS BATISTA DOS SANTOS";"#NULO";"PMB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL";"APTO";122054,06;"NÃO ELEITO";2841;14900;"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político";"S"
