"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"ST_REELEICAO";"BENS_TOTAL";"DS_SIT_TOT_TURNO";"TOTAL_VOTOS";"RECEITA_TOTAL";"TIPO_RECEITA"
250000010852;"GERALDO RIBEIRO ANGELO";"#NULO#";"PPS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";"N";NA;"SUPLENTE";490;NA;NA
250000020847;"MIGUEL LIBÓRIO CAVALCANTE NETO";"#NULO#";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MILITAR REFORMADO";"APTO";"N";170296,78;"SUPLENTE";1490;NA;NA
250000027299;"JOSÉ GERALDO SANTOS LISA";"#NULO#";"PRP";"MASCULINO";"LÊ E ESCREVE";"CASADO(A)";"PRETA";"SERVIDOR PÚBLICO FEDERAL";"APTO";"N";432000;"NÃO ELEITO";724;NA;NA
250000040569;"DANIEL COLLETO";"#NULO#";"SD";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"TAXISTA";"APTO";"N";330690;"NÃO ELEITO";155;NA;NA
250000024356;"JORGE BREOGAN FROES RODRIGUES";"#NULO#";"PSTU";"MASCULINO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"INDÍGENA";"ESCRITOR E CRÍTICO";"APTO";"N";NA;"NÃO ELEITO";34;NA;NA
250000004989;"MARIO COVAS NETO";"#NULO#";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"S";303667;"ELEITO POR QP";75593;436944,37;"Recursos de pessoas físicas, Recursos de outros candidatos"
250000011024;"REGINA DA SILVA COSTA";"#NULO#";"DEM";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"N";NA;"SUPLENTE";1056;3594,8;"Recursos de outros candidatos, Recursos de partido político"
250000013946;"JOSE ROBERTO DE CASTRO";"#NULO#";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";"N";433500;"NÃO ELEITO";505;NA;NA
250000019207;"ROSANGELA DE PAULA NOGUEIRA FERREIRA";"#NULO#";"PTB";"FEMININO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"ADVOGADO";"APTO";"N";201000;"SUPLENTE";82;NA;NA
250000011644;"DANIELLE MENDES THAME DENNY";"#NULO#";"PV";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"PEDAGOGO";"APTO";"N";522532,21;"SUPLENTE";806;4000;"Recursos próprios, Recursos de pessoas físicas"
250000050207;"MARILDA WATANABE MAZZOCCHI";"#NULO#";"PSL";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";520392,37;"NÃO ELEITO";785;5446,21;"Recursos próprios, Recursos de outros candidatos, Recursos de partido político"
250000004992;"EDUARDO TUMA";"#NULO#";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"S";2094261,16;"ELEITO POR QP";70273;1078024,55;"Recursos de outros candidatos, Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000011653;"EUGENIO CARLOS FERRARI";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MÉDICO";"APTO";"N";640905,38;"SUPLENTE";450;3583,34;"Recursos próprios, Recursos de partido político, Recursos de outros candidatos"
250000050196;"ALEXANDRE SOARES DOS SANTOS MIRANDA MARTINS";"#NULO#";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"ADVOGADO";"APTO";"N";NA;"NÃO ELEITO";317;NA;NA
250000014864;"GILBERTO MARINGONI DE OLIVEIRA";"#NULO#";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";"N";60000;"SUPLENTE";3230;30375;"Recursos próprios, Recursos de pessoas físicas"
250000022120;"ISAC FELIX DOS SANTOS";"#NULO#";"PR";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";909983,79;"ELEITO POR MÉDIA";25876;334709,36;"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000008341;"MILTON FERREIRA MENDES";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PRETA";"EMPRESÁRIO";"APTO";"N";76490,65;"SUPLENTE";2618;NA;NA
250000050211;"JOSÉ RAIMUNDO DOS SANTOS DA CRUZ";"#NULO#";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"RELAÇÕES-PÚBLICAS";"APTO";"N";NA;"NÃO ELEITO";333;NA;NA
250000093523;"PAULO NORIYUKI SAKAMOTO";"#NULO#";"PP";"MASCULINO";"SUPERIOR COMPLETO";"VIÚVO(A)";"BRANCA";"ADVOGADO";"APTO";"N";6048000;"SUPLENTE";1067;NA;NA
250000008327;"IZAURA DOS SANTOS";"#NULO#";"PRB";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";62569,13;"SUPLENTE";262;1910;"Recursos próprios"
250000010836;"PAULO ROBERTO DE ALMEIDA FERREIRA";"#NULO#";"PPS";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"ANALISTA DE SISTEMAS";"APTO";"N";13000;"SUPLENTE";1890;NA;NA
250000020828;"EMERSON ROBERTO RODRIGUES";"#NULO#";"PSD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";603000;"SUPLENTE";857;NA;NA
250000005801;"TONY CRUYF COLLINS CARNEIRO";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"EMPRESÁRIO";"APTO";"N";1217725,17;"SUPLENTE";1339;10007;"Recursos próprios"
250000058377;"JACEGUAY NUNES GOES";"#NULO#";"PTN";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"N";NA;"SUPLENTE";780;NA;NA
250000022090;"EMILIANO ZAPATA FERREIRA MARCELINO SILVA";"#NULO#";"PT";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ESCRITOR E CRÍTICO";"APTO";"N";147497,42;"SUPLENTE";11318;302887,27;"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios"
250000014856;"JOSÉ NILDO ALVES CARDOSO";"#NULO#";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"ADVOGADO";"APTO";"N";245000;"SUPLENTE";3153;14029,52;"Recursos próprios, Recursos de pessoas físicas"
250000020855;"TARSILA DO AMARAL";"#NULO#";"PSD";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";878762,5;"SUPLENTE";917;10000;"Recursos de partido político"
250000093977;"SONIA VAZ DA SILVA";"#NULO#";"PSL";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ENFERMEIRO";"APTO";"N";NA;"NÃO ELEITO";216;NA;NA
250000011648;"TOMAZ KIYOMU KURASHIMA JUNIOR";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"BANCÁRIO E ECONOMIÁRIO";"APTO";"N";70011,11;"SUPLENTE";412;500;"Recursos próprios"
250000008306;"ANA PAULA NEVES MERCÚRIO";"#NULO#";"PRB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";"N";705000;"SUPLENTE";3288;NA;NA
250000005807;"DIEGO MONTEIRO DE SOUZA";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ECONOMISTA";"APTO";"N";191019,1;"SUPLENTE";1618;25000;"Recursos próprios"
250000014865;"VERA LUCIA STEFANOV";"#NULO#";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"BIBLIOTECÁRIO";"APTO";"N";9e+05;"SUPLENTE";356;1238,35;"Recursos de partido político"
250000022105;"WILSON LEANDRO DE LIMA";"#NULO#";"PT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"GERENTE";"APTO";"N";34000;"SUPLENTE";2671;32044,24;"Recursos de partido político, Recursos de outros candidatos, Recursos de pessoas físicas"
250000027332;"WILLIANS ROCHA MONTEIRO";"#NULO#";"PTC";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";"N";14000;"NÃO ELEITO";219;NA;NA
250000010887;"ARI FRIEDENBACH";"#NULO#";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"S";912235,97;"SUPLENTE";8268;108229,8;"Recursos de pessoas físicas, Recursos de outros candidatos, Recursos próprios"
250000019164;"ELCIO CARDOSO DE MOURA";"#NULO#";"PTB";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"EMPRESÁRIO";"APTO";"N";174277,36;"SUPLENTE";1179;NA;NA
250000058400;"PAULO SERGIO OLIVEIRA";"#NULO#";"PTN";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"SUPLENTE";5530;24416,6;"Recursos próprios, Recursos de partido político, Recursos de outros candidatos, Recursos de pessoas físicas"
250000019193;"CARLOS DA SILVA TREVISAN";"#NULO#";"PTB";"MASCULINO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";NA;"SUPLENTE";432;NA;NA
250000010867;"FERNANDO DE JESUS NASCIMENTO";"#NULO#";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";"N";105151;"SUPLENTE";1375;NA;NA
250000005812;"ROBERTO MENDES PAIVA";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"REPRESENTANTE COMERCIAL";"APTO";"N";1;"SUPLENTE";284;2000;"Recursos de pessoas físicas"
250000008310;"OMAR MAZLOUM";"#NULO#";"PRB";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";NA;"SUPLENTE";1361;NA;NA
250000010908;"CLAUDETE CACCIAGUERRA";"#NULO#";"PHS";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";6000;"SUPLENTE";387;NA;NA
250000005819;"ROGERIO LUCCHI MONACO";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"N";1264600,42;"SUPLENTE";5684;29250,18;"Recursos próprios, Recursos de pessoas físicas"
250000020854;"RUTE FREIRE DA COSTA SILVA";"#NULO#";"PSD";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PSICÓLOGO";"APTO";"N";232711,24;"ELEITO POR QP";33999;351000;"Recursos próprios, Recursos de partido político"
250000022116;"ELAINE ALBA BUTTIGNON";"#NULO#";"PR";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"DONA DE CASA";"APTO";"N";15;"SUPLENTE";234;17132,64;"Recursos de partido político, Recursos de pessoas físicas, Recursos de outros candidatos, Recursos próprios"
250000062800;"VERA LUCIA SANTOS DE FRANCA";"#NULO#";"PATRIOTA";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";286;NA;NA
250000010854;"VERA LUCIA NUNES";"#NULO#";"PPS";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"ADMINISTRADOR";"APTO";"N";152579,63;"SUPLENTE";471;NA;NA
250000022097;"NORMACI SOUSA SAMPAIO";"#NULO#";"PT";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PRETA";"DONA DE CASA";"APTO";"N";NA;"SUPLENTE";532;21727,27;"Recursos de outros candidatos, Recursos de partido político"
250000013951;"MARCELO OLIVEIRA SANTOS";"#NULO#";"PRTB";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";NA;"NÃO ELEITO";815;NA;NA
250000005804;"ADRIANA DORÇA DE CARVALHO";"#NULO#";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";61034,65;"SUPLENTE";3569;5264;"Recursos próprios, Recursos de pessoas físicas"
250000050169;"ELIO NUNES RIBEIRO";"#NULO#";"PSL";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";NA;"NÃO ELEITO";243;NA;NA
250000040557;"JAILSON TORRES MACÁRIO";"#NULO#";"SD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ALFAIATE E COSTUREIRO";"APTO";"N";NA;"NÃO ELEITO";387;NA;NA
250000008345;"AGNALDO QUEIROZ DE FARIA";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";"N";NA;"SUPLENTE";1871;NA;NA
250000050165;"LUIZ SORIANO";"#NULO#";"PSL";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"TAXISTA";"APTO";"N";89739,36;"NÃO ELEITO";52;NA;NA
250000027273;"NELSA FLORINDA DE QUEIROZ METZLER";"#NULO#";"PRP";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";NA;"NÃO ELEITO";101;NA;NA
250000014889;"ADRIANA VASCONCELLOS VIEIRA DE OLIVEIRA LUIZ";"#NULO#";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"PROFESSOR DE ENSINO MÉDIO";"APTO";"N";NA;"SUPLENTE";5279;1238,35;"Recursos de partido político"
250000010889;"RODOLFO FRANCISCO DE SOUZA";"#NULO#";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"DESPACHANTE";"APTO";"N";605516,87;"SUPLENTE";6001;17000;"Recursos próprios, Recursos de pessoas físicas"
250000020833;"GABRIELLE JORDANO DE OLIVEIRA";"#NULO#";"PSD";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";NA;"SUPLENTE";256;10000;"Recursos de partido político"
250000027272;"SONIA MARIA GUERREIRO PAZINI";"#NULO#";"PRP";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"VIÚVO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";"N";NA;"NÃO ELEITO";80;NA;NA
250000006150;"GENILDO DANTAS DA SILVA";"#NULO#";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"VIGILANTE";"APTO";"N";3000;"NÃO ELEITO";185;5835,45;"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000011620;"MARIA ROSÁLIA PINFILDI GOMES";"#NULO#";"PV";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"SERVIDOR PÚBLICO FEDERAL";"APTO";"N";242262,41;"SUPLENTE";417;16613,2;"Recursos próprios, Recursos de pessoas físicas"
250000010879;"APARECIDO DE LIMA";"#NULO#";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";"N";NA;"SUPLENTE";1172;NA;NA
250000027262;"JACIARA MARIA PEREIRA DA SILVA DE JESUS";"#NULO#";"PRP";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"DONA DE CASA";"APTO";"N";NA;"NÃO ELEITO";636;NA;NA
250000038389;"FRANCISCO DE ASSIS COSTA LIMA";"#NULO#";"PSDC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"POLICIAL MILITAR";"APTO";"N";450000;"NÃO ELEITO";263;NA;NA
250000038390;"FRANCISCO PEREIRA FERREIRA";"#NULO#";"PSDC";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS";"APTO";"N";51000;"NÃO ELEITO";190;4091,12;"Recursos próprios, Recursos de partido político, Recursos de outros candidatos, Recursos de pessoas físicas"
250000019162;"FABIO MOURÃO ANTONIO";"#NULO#";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";199501,86;"SUPLENTE";1391;6253;"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos"
250000005019;"RONALDO LIGIERI SONS";"#NULO#";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";3724876,32;"SUPLENTE";9239;285940,95;"Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos"
250000022119;"HELIO LUIZ DE OLIVEIRA";"#NULO#";"PR";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"JORNALISTA E REDATOR";"APTO";"N";NA;"SUPLENTE";156;NA;NA
250000058350;"LUCIANO GALESCO";"#NULO#";"PTN";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";"N";350000;"SUPLENTE";10548;24616,6;"Recursos próprios, Recursos de partido político, Recursos de outros candidatos"
250000013938;"EMÍDIO PICCORONI";"#NULO#";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"N";340000;"NÃO ELEITO";495;6269,99;"Recursos de partido político, Recursos de pessoas físicas, Recursos próprios"
250000013963;"OSVALDO MENESES DOS SANTOS";"#NULO#";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";"N";3253,92;"NÃO ELEITO";449;NA;NA
250000019125;"ADILSON ARMANDO CARVALHO AMADEU";"#NULO#";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"S";8540937,73;"ELEITO POR QP";67071;230780;"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000006180;"DENIVALDO DA SILVA SANTANA";"#NULO#";"PC do B";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";129;4464,84;"Recursos próprios, Recursos de partido político"
250000038340;"MARCELO GERALDO DA SILVA";"#NULO#";"PSDC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PRETA";"MÚSICO";"APTO";"N";24760;"NÃO ELEITO";575;3558,12;"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos"
250000013931;"ALEXANDRE GUIMARÃES DA COSTA ALECRIM";"#NULO#";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"MILITAR REFORMADO";"APTO";"N";3000;"NÃO ELEITO";245;3129,99;"Recursos próprios, Recursos de partido político, Recursos de pessoas físicas"
250000006158;"MARTA LUCAS DOS SANTOS";"#NULO#";"PC do B";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";"N";2e+05;"NÃO ELEITO";2634;33781,25;"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000006205;"WANDERLEY LEMES TEIXEIRA";"#NULO#";"PC do B";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";11015;49668,8;"Recursos de pessoas físicas, Recursos de partido político"
250000006148;"ITAMAR SANTOS SESSENTA";"#NULO#";"PC do B";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PARDA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";6000;"NÃO ELEITO";1072;20736,35;"Recursos próprios, Recursos de partido político"
250000019205;"VILZA CARLA BORGES DE AZEVEDO";"#NULO#";"PTB";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"SUPLENTE";166;NA;NA
250000005784;"DIOGO RIBEIRO DA LUZ";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";14707865,71;"SUPLENTE";6062;323640,34;"Recursos próprios, Recursos de pessoas físicas"
250000011702;"AURELIO GIUSEPPE BARBATO";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";446903,96;"SUPLENTE";181;800;"Recursos próprios"
250000058394;"MARIO MAEDA JUNIOR";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ENGENHEIRO";"APTO";"N";NA;"SUPLENTE";3219;3958,09;"Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos"
250000014867;"MUNA ZEYN";"#NULO#";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ASSISTENTE SOCIAL";"APTO";"N";1380000;"SUPLENTE";3762;61180;"Recursos de origens não identificadas, Recursos de partido político, Recursos de pessoas físicas"
250000022148;"JOSÉ DE PAULA NETO";"#NULO#";"PDT";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"CANTOR E COMPOSITOR";"APTO";"N";23060,37;"SUPLENTE";20328;141867,42;"Recursos próprios, Recursos de outros candidatos, Recursos de partido político, Recursos de pessoas físicas"
250000050199;"DOROVALDO ANTONIO ZOCCA";"#NULO#";"PSL";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";NA;"NÃO ELEITO";361;NA;NA
250000058389;"CRISTIANE DE MOURA COELHO";"#NULO#";"PTN";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"SEPARADO(A) JUDICIALMENTE";"PARDA";"AGENTE ADMINISTRATIVO";"APTO";"N";NA;"SUPLENTE";567;NA;NA
250000058347;"FRANCISCO JOSE LANG FERNANDES DE OLIVEIRA";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";"S";415484,16;"SUPLENTE";5865;90467,2;"Recursos de outros candidatos, Recursos de partido político"
250000008342;"REGINA MARILIA PRADO MANSSUR";"#NULO#";"PRB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";1254865,61;"SUPLENTE";760;NA;NA
250000011645;"NOVALTE ALVES DE SOUSA";"#NULO#";"PV";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";"APTO";"N";NA;"SUPLENTE";443;NA;NA
250000038391;"GIVANILDO ALVES FERREIRA";"#NULO#";"PSDC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OPERADOR DE APARELHOS DE PRODUÇÃO INDUSTRIAL";"APTO";"N";NA;"NÃO ELEITO";338;668,32;"Recursos de partido político"
250000019195;"VERA MARISA DE SOUZA MACHADO FREITAS";"#NULO#";"PTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"REPRESENTANTE COMERCIAL";"APTO";"N";NA;"SUPLENTE";106;NA;NA
250000008322;"EDUARDO KRASILCHIK";"#NULO#";"PRB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";2060000;"SUPLENTE";244;NA;NA
250000010832;"DANILO ERRERIA CORTEZ DE SOUZA";"#NULO#";"PPS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";55460,9;"SUPLENTE";10918;NA;NA
250000058403;"REGINALDO DA SILVA";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"SUPLENTE";411;NA;NA
250000008317;"DAVID OLIMPIO DA SILVA";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"MÚSICO";"APTO";"N";NA;"SUPLENTE";1333;NA;NA
250000013956;"LIVIA MARIA RODRIGUES FIDELIX DA CRUZ";"#NULO#";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"N";156174,19;"NÃO ELEITO";2224;43664,99;"Recursos de pessoas físicas, Recursos de partido político"
250000058374;"EDUARDO JOSÉ DE OLIVEIRA";"#NULO#";"PTN";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"COMERCIANTE";"APTO";"N";3500;"SUPLENTE";630;NA;NA
250000020826;"EDUARDO QUEIROZ RODRIGUES";"#NULO#";"PSD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"SUPLENTE";1793;NA;NA
250000058402;"RAPHAEL MARCO BLECH HAMAOUI";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"VETERINÁRIO";"APTO";"N";278746,63;"SUPLENTE";3358;NA;NA
250000013950;"LUCIO DIAS DE OLIVEIRA";"#NULO#";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";21500;"NÃO ELEITO";1391;2779,99;"Recursos de pessoas físicas, Recursos de partido político"
